id_vente,date,id_client,id_produit,id_canal,quantite,prix_unitaire,remise_pct,montant,statut
VNT002859,2024-03-20,CLT00374,PRD0190,CH04,1,832.1,5,790.5,livré
VNT002860,2023-02-28,CLT09220,PRD0154,CH01,1,256.92,0,256.92,livré
VNT002861,2023-01-25,CLT01071,PRD0242,CH07,4,1017.18,0,4068.72,livré
VNT002862,2024-09-16,CLT05305,PRD0347,CH05,2,265.83,10,478.49,livré
VNT002863,2023-06-03,CLT05177,PRD0243,CH08,3,2967.65,0,8902.95,livré
VNT002864,2024-05-12,CLT01245,PRD0184,CH04,3,377.44,0,1132.32,livré
VNT002865,2022-04-15,CLT07923,PRD0109,CH05,7,99.62,0,697.34,livré
VNT002866,2022-03-06,CLT03926,PRD0230,CH10,1,1485.26,5,1411.0,livré
VNT002867,2023-11-11,CLT06851,PRD0248,CH05,9,491.07,5,4198.65,livré
VNT002868,2024-09-05,CLT10466,PRD0029,CH03,2,3660.53,0,7321.06,livré
VNT002869,2024-10-04,CLT09259,PRD0080,CH07,3,507.06,0,1521.18,livré
VNT002870,2024-03-18,CLT01242,PRD0195,CH06,1,705.86,0,705.86,livré
VNT002871,2023-08-19,CLT04881,PRD0139,CH04,3,89.88,15,229.19,livré
VNT002872,2024-08-02,CLT01760,PRD0228,CH01,1,471.63,0,471.63,livré
VNT002873,2024-10-25,CLT08365,PRD0080,CH06,4,507.06,0,2028.24,livré
VNT002874,2022-09-20,CLT02996,PRD0023,CH06,1,1931.06,10,1737.95,livré
VNT002875,2022-12-05,CLT07867,PRD0173,CH02,6,460.96,0,2765.76,livré
VNT002876,2023-10-11,CLT03655,PRD0061,CH07,7,334.0,10,2104.2,livré
VNT002877,2022-07-16,CLT00614,PRD0057,CH04,2,746.9,10,1344.42,livré
VNT002878,2022-05-04,CLT04903,PRD0179,CH06,2,159.7,0,319.4,livré
VNT002879,2024-05-31,CLT02295,PRD0149,CH04,5,160.2,5,760.95,livré
VNT002880,2022-08-25,CLT06548,PRD0122,CH03,2,183.83,0,367.66,livré
VNT002881,2022-11-21,CLT03541,PRD0263,CH06,3,357.2,10,964.44,livré
VNT002882,2023-11-14,CLT05224,PRD0275,CH02,4,51.92,0,207.68,livré
VNT002883,2022-12-11,CLT08098,PRD0308,CH01,2,223.48,0,446.96,livré
VNT002884,2024-08-19,CLT11910,PRD0076,CH04,1,161.66,10,145.49,livré
VNT002885,2023-02-04,CLT05979,PRD0232,CH07,2,2736.62,0,5473.24,livré
VNT002886,2024-11-16,CLT02456,PRD0375,CH07,2,258.26,10,464.87,livré
VNT002887,2023-04-19,CLT09672,PRD0200,CH03,3,928.58,0,2785.74,livré
VNT002888,2024-09-07,CLT06991,PRD0301,CH01,9,196.99,10,1595.62,livré
VNT002889,2022-01-22,CLT07514,PRD0320,CH05,1,75.18,5,71.42,livré
VNT002890,2022-06-21,CLT08758,PRD0325,CH06,3,257.91,5,735.04,livré
VNT002891,2024-11-18,CLT09191,PRD0118,CH05,5,100.96,0,504.8,livré
VNT002892,2022-08-23,CLT09952,PRD0319,CH05,4,212.99,0,851.96,livré
VNT002893,2022-10-30,CLT10551,PRD0177,CH02,2,966.28,15,1642.68,en_cours
VNT002894,2024-04-07,CLT11772,PRD0127,CH05,2,189.87,0,379.74,annulé
VNT002895,2024-12-13,CLT05562,PRD0204,CH02,2,285.68,0,571.36,livré
VNT002896,2024-06-27,CLT09363,PRD0312,CH06,1,111.11,5,105.55,livré
VNT002897,2023-02-07,CLT09997,PRD0203,CH09,9,2097.04,0,18873.36,annulé
VNT002898,2024-01-26,CLT00267,PRD0169,CH04,1,264.98,10,238.48,livré
VNT002899,2023-07-19,CLT04292,PRD0282,CH01,2,94.89,0,189.78,livré
VNT002900,2023-08-02,CLT05328,PRD0166,CH04,1,255.29,5,242.53,livré
VNT002901,2024-09-13,CLT11872,PRD0307,CH01,1,147.05,20,117.64,livré
VNT002902,2022-09-13,CLT09290,PRD0271,CH02,1,489.85,10,440.87,livré
VNT002903,2023-03-25,CLT08755,PRD0171,CH06,3,685.3,15,1747.51,en_cours
VNT002904,2024-01-28,CLT02674,PRD0305,CH04,2,269.94,10,485.89,livré
VNT002905,2023-12-08,CLT05682,PRD0010,CH05,1,3080.53,15,2618.45,en_cours
VNT002906,2022-01-12,CLT00986,PRD0271,CH01,1,489.85,0,489.85,livré
VNT002907,2024-07-15,CLT01799,PRD0013,CH03,1,1290.39,0,1290.39,livré
VNT002908,2022-07-03,CLT00149,PRD0317,CH01,1,191.78,5,182.19,livré
VNT002909,2023-09-14,CLT10269,PRD0073,CH06,3,672.94,10,1816.94,livré
VNT002910,2024-04-10,CLT02646,PRD0091,CH10,3,260.51,0,781.53,livré
VNT002911,2024-03-08,CLT03972,PRD0280,CH03,1,122.94,0,122.94,livré
VNT002912,2024-01-16,CLT05492,PRD0368,CH04,1,546.93,0,546.93,livré
VNT002913,2024-10-09,CLT00574,PRD0324,CH05,2,248.5,0,497.0,livré
VNT002914,2024-12-06,CLT02762,PRD0303,CH05,4,220.68,0,882.72,livré
VNT002915,2024-05-23,CLT01322,PRD0252,CH02,5,139.22,20,556.88,livré
VNT002916,2023-07-20,CLT03823,PRD0043,CH04,1,4042.93,15,3436.49,livré
VNT002917,2022-10-03,CLT01791,PRD0190,CH02,2,832.1,5,1580.99,livré
VNT002918,2022-03-12,CLT02976,PRD0076,CH05,3,161.66,0,484.98,livré
VNT002919,2023-05-09,CLT05111,PRD0311,CH05,4,96.09,0,384.36,livré
VNT002920,2022-09-25,CLT01586,PRD0048,CH05,4,1788.65,10,6439.14,livré
VNT002921,2023-04-01,CLT08120,PRD0072,CH03,3,438.05,0,1314.15,livré
VNT002922,2024-01-19,CLT10339,PRD0359,CH02,2,613.74,10,1104.73,en_cours
VNT002923,2022-11-17,CLT00706,PRD0273,CH10,2,446.04,15,758.27,livré
VNT002924,2022-11-08,CLT05205,PRD0135,CH03,1,78.52,0,78.52,livré
VNT002925,2022-03-28,CLT08331,PRD0281,CH06,2,448.45,5,852.05,livré
VNT002926,2022-05-18,CLT08987,PRD0333,CH04,4,128.39,5,487.88,livré
VNT002927,2022-08-22,CLT06132,PRD0310,CH08,3,264.14,0,792.42,livré
VNT002928,2023-07-10,CLT04887,PRD0384,CH03,3,717.47,20,1721.93,annulé
VNT002929,2024-11-04,CLT10286,PRD0377,CH07,1,270.3,10,243.27,en_cours
VNT002930,2023-03-19,CLT11061,PRD0374,CH05,2,104.18,0,208.36,livré
VNT002931,2023-09-27,CLT05785,PRD0211,CH05,3,1550.57,5,4419.12,livré
VNT002932,2024-05-13,CLT04584,PRD0138,CH04,4,147.1,5,558.98,en_cours
VNT002933,2022-10-23,CLT09514,PRD0190,CH06,1,832.1,15,707.28,livré
VNT002934,2022-04-17,CLT04690,PRD0070,CH06,6,642.44,0,3854.64,livré
VNT002935,2024-12-25,CLT10431,PRD0179,CH09,4,159.7,0,638.8,livré
VNT002936,2023-01-20,CLT09347,PRD0047,CH06,8,3276.89,15,22282.85,livré
VNT002937,2022-11-15,CLT08097,PRD0069,CH03,1,476.46,20,381.17,livré
VNT002938,2023-01-11,CLT03629,PRD0097,CH10,2,643.76,15,1094.39,en_cours
VNT002939,2023-03-25,CLT04640,PRD0165,CH01,1,1317.71,5,1251.82,livré
VNT002940,2024-12-20,CLT07988,PRD0192,CH06,1,1136.57,0,1136.57,annulé
VNT002941,2022-11-15,CLT04468,PRD0305,CH06,2,269.94,5,512.89,livré
VNT002942,2022-03-30,CLT00321,PRD0390,CH06,2,70.31,0,140.62,livré
VNT002943,2024-04-17,CLT00405,PRD0059,CH03,3,885.14,10,2389.88,livré
VNT002944,2022-06-12,CLT07418,PRD0005,CH06,3,974.68,0,2924.04,en_cours
VNT002945,2022-04-01,CLT05989,PRD0034,CH06,4,3776.41,0,15105.64,livré
VNT002946,2024-11-20,CLT05384,PRD0241,CH07,1,1873.67,0,1873.67,livré
VNT002947,2024-10-22,CLT10558,PRD0351,CH08,2,75.72,0,151.44,livré
VNT002948,2022-06-24,CLT00820,PRD0300,CH01,3,140.14,0,420.42,livré
VNT002949,2022-11-21,CLT03824,PRD0199,CH04,2,691.74,0,1383.48,livré
VNT002950,2022-09-03,CLT07411,PRD0032,CH05,1,1627.25,5,1545.89,livré
VNT002951,2024-03-14,CLT11049,PRD0387,CH06,2,730.97,5,1388.84,livré
VNT002952,2022-10-02,CLT04014,PRD0128,CH03,2,144.18,5,273.94,livré
VNT002953,2022-06-09,CLT06579,PRD0131,CH06,4,126.93,0,507.72,livré
VNT002954,2022-04-24,CLT00248,PRD0111,CH04,1,109.31,0,109.31,en_cours
VNT002955,2022-03-16,CLT00672,PRD0058,CH05,1,571.74,0,571.74,livré
VNT002956,2022-06-29,CLT01033,PRD0394,CH05,4,254.02,15,863.67,livré
VNT002957,2023-03-10,CLT03808,PRD0006,CH06,1,486.86,0,486.86,en_cours
VNT002958,2024-12-29,CLT09449,PRD0198,CH01,1,512.76,15,435.85,livré
VNT002959,2022-01-20,CLT11353,PRD0059,CH04,3,885.14,0,2655.42,livré
VNT002960,2023-02-28,CLT02423,PRD0206,CH01,1,2342.64,0,2342.64,livré
VNT002961,2023-06-12,CLT10384,PRD0077,CH06,5,824.13,5,3914.62,livré
VNT002962,2023-09-01,CLT06140,PRD0124,CH01,4,121.51,0,486.04,livré
VNT002963,2023-01-12,CLT07882,PRD0161,CH10,2,694.98,5,1320.46,livré
VNT002964,2023-07-06,CLT06043,PRD0354,CH06,1,146.57,15,124.58,livré
VNT002965,2022-01-05,CLT11561,PRD0395,CH05,6,562.07,0,3372.42,livré
VNT002966,2022-06-18,CLT10926,PRD0321,CH05,1,276.36,20,221.09,livré
VNT002967,2022-03-17,CLT02142,PRD0090,CH04,1,490.88,10,441.79,livré
VNT002968,2023-04-20,CLT06357,PRD0089,CH01,1,762.44,15,648.07,en_cours
VNT002969,2024-08-19,CLT08888,PRD0072,CH04,1,438.05,0,438.05,livré
VNT002970,2023-08-04,CLT03290,PRD0376,CH04,1,473.94,10,426.55,livré
VNT002971,2023-10-02,CLT10692,PRD0344,CH05,2,280.68,0,561.36,livré
VNT002972,2022-07-04,CLT11859,PRD0377,CH05,1,270.3,0,270.3,livré
VNT002973,2022-01-29,CLT07061,PRD0208,CH04,2,2347.78,0,4695.56,livré
VNT002974,2023-10-15,CLT02622,PRD0147,CH04,1,71.53,15,60.8,livré
VNT002975,2024-02-09,CLT05731,PRD0108,CH07,5,91.76,5,435.86,livré
VNT002976,2023-06-05,CLT05015,PRD0262,CH01,1,287.56,0,287.56,en_cours
VNT002977,2024-05-21,CLT04815,PRD0400,CH07,2,290.67,20,465.07,livré
VNT002978,2023-08-31,CLT11515,PRD0311,CH04,1,96.09,5,91.29,annulé
VNT002979,2023-04-26,CLT01055,PRD0382,CH03,3,405.4,10,1094.58,livré
VNT002980,2023-10-26,CLT07719,PRD0189,CH06,3,95.5,15,243.53,livré
VNT002981,2023-02-13,CLT01754,PRD0001,CH05,2,3673.01,0,7346.02,livré
VNT002982,2024-08-26,CLT03140,PRD0234,CH03,4,727.65,10,2619.54,livré
VNT002983,2024-11-30,CLT09313,PRD0342,CH10,4,191.13,15,649.84,livré
VNT002984,2022-12-20,CLT06725,PRD0084,CH02,1,864.33,20,691.46,livré
VNT002985,2023-11-08,CLT10849,PRD0091,CH03,1,260.51,0,260.51,en_cours
VNT002986,2023-08-25,CLT04438,PRD0324,CH01,2,248.5,0,497.0,livré
VNT002987,2022-09-10,CLT01196,PRD0377,CH09,1,270.3,0,270.3,livré
VNT002988,2023-12-24,CLT07410,PRD0294,CH04,1,101.65,5,96.57,livré
VNT002989,2022-05-25,CLT03932,PRD0023,CH05,4,1931.06,15,6565.6,livré
VNT002990,2024-09-24,CLT09491,PRD0171,CH08,2,685.3,0,1370.6,livré
VNT002991,2024-10-06,CLT07924,PRD0350,CH06,2,238.74,0,477.48,livré
VNT002992,2022-08-20,CLT06870,PRD0185,CH08,1,996.43,5,946.61,livré
VNT002993,2022-05-04,CLT01771,PRD0004,CH06,2,310.6,0,621.2,livré
VNT002994,2022-05-19,CLT01391,PRD0263,CH06,1,357.2,0,357.2,livré
VNT002995,2024-05-23,CLT06712,PRD0198,CH01,4,512.76,10,1845.94,livré
VNT002996,2023-07-13,CLT11485,PRD0231,CH04,3,651.46,10,1758.94,livré
VNT002997,2023-06-25,CLT09591,PRD0126,CH04,1,180.67,0,180.67,livré
VNT002998,2022-04-15,CLT00509,PRD0208,CH01,1,2347.78,20,1878.22,livré
VNT002999,2024-09-15,CLT07758,PRD0115,CH01,1,184.11,10,165.7,livré
VNT003000,2024-01-22,CLT05777,PRD0060,CH07,1,397.17,10,357.45,livré
VNT003001,2022-09-30,CLT02658,PRD0331,CH04,9,85.55,0,769.95,livré
VNT003002,2022-09-06,CLT08863,PRD0014,CH04,4,1827.69,10,6579.68,livré
VNT003003,2024-05-05,CLT11292,PRD0182,CH05,3,1306.97,5,3724.86,livré
VNT003004,2024-06-24,CLT04604,PRD0167,CH06,4,683.12,0,2732.48,livré
VNT003005,2023-12-26,CLT10328,PRD0108,CH01,1,91.76,0,91.76,livré
VNT003006,2023-10-09,CLT11657,PRD0064,CH05,3,123.81,0,371.43,livré
VNT003007,2024-11-03,CLT05406,PRD0223,CH06,3,2053.79,10,5545.23,livré
VNT003008,2023-06-10,CLT07911,PRD0322,CH03,1,120.14,0,120.14,livré
VNT003009,2024-07-29,CLT01591,PRD0040,CH06,1,1112.02,15,945.22,livré
VNT003010,2022-05-11,CLT08492,PRD0171,CH02,2,685.3,0,1370.6,livré
VNT003011,2024-08-06,CLT05116,PRD0180,CH04,6,361.6,5,2061.12,en_cours
VNT003012,2022-05-19,CLT05631,PRD0157,CH03,5,260.0,15,1105.0,en_cours
VNT003013,2024-05-26,CLT01192,PRD0146,CH01,2,79.19,5,150.46,en_cours
VNT003014,2023-08-07,CLT09188,PRD0376,CH02,3,473.94,0,1421.82,en_cours
VNT003015,2023-06-15,CLT10605,PRD0226,CH04,5,2867.58,0,14337.9,livré
VNT003016,2023-06-26,CLT06157,PRD0254,CH06,3,146.0,0,438.0,livré
VNT003017,2024-09-09,CLT08196,PRD0214,CH05,1,2664.81,0,2664.81,livré
VNT003018,2023-07-11,CLT10573,PRD0288,CH06,6,381.94,5,2177.06,livré
VNT003019,2022-03-23,CLT10847,PRD0152,CH04,1,851.34,10,766.21,livré
VNT003020,2024-09-12,CLT07194,PRD0186,CH10,5,1074.15,0,5370.75,livré
VNT003021,2023-02-09,CLT07097,PRD0057,CH05,1,746.9,0,746.9,livré
VNT003022,2024-09-15,CLT02147,PRD0280,CH05,1,122.94,0,122.94,livré
VNT003023,2023-01-04,CLT03315,PRD0210,CH04,1,89.4,0,89.4,livré
VNT003024,2023-08-26,CLT02100,PRD0374,CH02,1,104.18,0,104.18,livré
VNT003025,2022-04-15,CLT05416,PRD0079,CH05,2,387.4,10,697.32,livré
VNT003026,2022-08-05,CLT09735,PRD0264,CH04,3,495.91,0,1487.73,livré
VNT003027,2022-09-19,CLT00420,PRD0041,CH03,7,587.29,0,4111.03,livré
VNT003028,2024-05-09,CLT00892,PRD0101,CH01,1,32.1,5,30.5,livré
VNT003029,2024-01-04,CLT11642,PRD0228,CH06,1,471.63,5,448.05,livré
VNT003030,2022-11-23,CLT05815,PRD0324,CH05,1,248.5,0,248.5,en_cours
VNT003031,2022-08-11,CLT09564,PRD0108,CH05,3,91.76,5,261.52,livré
VNT003032,2023-01-17,CLT05956,PRD0191,CH03,1,1057.79,15,899.12,livré
VNT003033,2022-12-27,CLT11811,PRD0215,CH04,4,1590.84,0,6363.36,livré
VNT003034,2022-01-19,CLT05371,PRD0324,CH07,9,248.5,10,2012.85,en_cours
VNT003035,2022-04-11,CLT06244,PRD0335,CH01,1,205.75,5,195.46,livré
VNT003036,2022-04-09,CLT00959,PRD0001,CH04,4,3673.01,0,14692.04,livré
VNT003037,2023-03-23,CLT08785,PRD0322,CH07,2,120.14,10,216.25,livré
VNT003038,2023-01-10,CLT03117,PRD0058,CH04,3,571.74,0,1715.22,annulé
VNT003039,2024-02-26,CLT02493,PRD0023,CH02,1,1931.06,0,1931.06,livré
VNT003040,2024-11-26,CLT09706,PRD0340,CH07,2,282.39,10,508.3,livré
VNT003041,2022-08-05,CLT11262,PRD0065,CH07,4,811.87,0,3247.48,livré
VNT003042,2023-02-08,CLT02072,PRD0078,CH02,2,715.71,10,1288.28,livré
VNT003043,2023-01-11,CLT05990,PRD0325,CH04,10,257.91,0,2579.1,livré
VNT003044,2024-01-07,CLT09337,PRD0093,CH03,1,330.89,20,264.71,livré
VNT003045,2024-06-29,CLT05200,PRD0137,CH04,1,22.61,0,22.61,livré
VNT003046,2024-05-12,CLT09486,PRD0091,CH05,2,260.51,0,521.02,livré
VNT003047,2023-01-04,CLT09196,PRD0345,CH05,2,180.47,0,360.94,livré
VNT003048,2024-01-03,CLT04402,PRD0162,CH02,9,1388.92,10,11250.25,livré
VNT003049,2022-09-26,CLT07085,PRD0230,CH01,1,1485.26,5,1411.0,en_cours
VNT003050,2024-05-29,CLT04902,PRD0353,CH01,1,434.77,0,434.77,en_cours
VNT003051,2023-10-19,CLT06663,PRD0336,CH05,2,232.74,0,465.48,livré
VNT003052,2023-06-11,CLT07153,PRD0320,CH02,5,75.18,10,338.31,livré
VNT003053,2024-07-07,CLT10779,PRD0078,CH09,2,715.71,0,1431.42,livré
VNT003054,2024-06-10,CLT04171,PRD0060,CH02,6,397.17,5,2263.87,livré
VNT003055,2023-11-27,CLT10262,PRD0062,CH04,6,374.61,5,2135.28,livré
VNT003056,2024-06-03,CLT08414,PRD0148,CH05,2,190.88,10,343.58,livré
VNT003057,2023-03-24,CLT04805,PRD0238,CH04,1,2784.38,10,2505.94,livré
VNT003058,2022-05-11,CLT07052,PRD0221,CH02,3,95.6,0,286.8,livré
VNT003059,2024-10-23,CLT01988,PRD0169,CH06,2,264.98,5,503.46,en_cours
VNT003060,2024-08-19,CLT11596,PRD0259,CH01,5,403.86,20,1615.44,livré
VNT003061,2023-08-08,CLT02659,PRD0268,CH01,1,377.33,20,301.86,livré
VNT003062,2023-07-15,CLT11529,PRD0201,CH07,3,2198.14,5,6264.7,livré
VNT003063,2022-12-03,CLT06974,PRD0023,CH07,6,1931.06,5,11007.04,livré
VNT003064,2022-11-10,CLT07247,PRD0106,CH07,4,103.69,10,373.28,livré
VNT003065,2022-05-08,CLT09133,PRD0321,CH05,4,276.36,5,1050.17,livré
VNT003066,2024-11-16,CLT10289,PRD0122,CH01,3,183.83,0,551.49,livré
VNT003067,2023-08-23,CLT03313,PRD0078,CH06,5,715.71,15,3041.77,livré
VNT003068,2023-04-08,CLT00168,PRD0360,CH01,2,710.62,5,1350.18,livré
VNT003069,2023-04-23,CLT10494,PRD0095,CH08,6,586.37,0,3518.22,livré
VNT003070,2024-08-23,CLT08624,PRD0111,CH08,4,109.31,10,393.52,livré
VNT003071,2024-05-05,CLT09640,PRD0169,CH01,3,264.98,15,675.7,livré
VNT003072,2024-03-24,CLT11727,PRD0097,CH04,6,643.76,0,3862.56,livré
VNT003073,2022-06-22,CLT00975,PRD0042,CH05,2,3962.49,15,6736.23,livré
VNT003074,2022-04-20,CLT11589,PRD0299,CH07,2,231.84,10,417.31,livré
VNT003075,2024-10-15,CLT05814,PRD0266,CH04,1,80.27,0,80.27,livré
VNT003076,2023-02-19,CLT02296,PRD0162,CH01,3,1388.92,15,3541.75,livré
VNT003077,2023-08-04,CLT10406,PRD0264,CH01,3,495.91,0,1487.73,annulé
VNT003078,2022-05-20,CLT09460,PRD0371,CH06,2,382.74,10,688.93,en_cours
VNT003079,2024-07-13,CLT00053,PRD0060,CH04,7,397.17,0,2780.19,livré
VNT003080,2023-06-05,CLT05177,PRD0140,CH05,3,159.97,0,479.91,en_cours
VNT003081,2023-10-11,CLT11822,PRD0028,CH06,3,3187.45,15,8128.0,livré
VNT003082,2024-01-25,CLT03119,PRD0167,CH01,1,683.12,5,648.96,livré
VNT003083,2022-02-22,CLT04519,PRD0004,CH05,3,310.6,5,885.21,annulé
VNT003084,2024-03-26,CLT05752,PRD0165,CH08,4,1317.71,0,5270.84,livré
VNT003085,2022-03-03,CLT04520,PRD0101,CH04,1,32.1,0,32.1,livré
VNT003086,2024-06-18,CLT07809,PRD0280,CH05,1,122.94,0,122.94,livré
VNT003087,2023-08-29,CLT01559,PRD0282,CH05,2,94.89,15,161.31,livré
VNT003088,2023-08-19,CLT05206,PRD0271,CH07,3,489.85,10,1322.6,livré
VNT003089,2022-08-03,CLT06871,PRD0194,CH04,3,380.11,10,1026.3,livré
VNT003090,2022-05-31,CLT02920,PRD0096,CH05,1,274.28,0,274.28,livré
VNT003091,2024-06-19,CLT00018,PRD0346,CH01,7,282.1,0,1974.7,livré
VNT003092,2022-03-22,CLT02520,PRD0327,CH06,3,211.32,0,633.96,livré
VNT003093,2024-04-04,CLT05967,PRD0021,CH01,7,549.69,10,3463.05,livré
VNT003094,2022-12-22,CLT08354,PRD0213,CH05,2,2956.7,15,5026.39,livré
VNT003095,2023-04-19,CLT11849,PRD0313,CH02,6,144.36,15,736.24,livré
VNT003096,2022-10-12,CLT07587,PRD0263,CH04,3,357.2,5,1018.02,annulé
VNT003097,2022-12-16,CLT11134,PRD0111,CH06,8,109.31,10,787.03,en_cours
VNT003098,2022-04-16,CLT01598,PRD0031,CH06,1,3626.83,15,3082.81,livré
VNT003099,2023-04-05,CLT01594,PRD0214,CH02,3,2664.81,0,7994.43,livré
VNT003100,2022-08-14,CLT04891,PRD0094,CH01,2,870.37,5,1653.7,annulé
VNT003101,2024-12-25,CLT01779,PRD0037,CH03,1,1659.4,15,1410.49,annulé
VNT003102,2024-01-01,CLT00883,PRD0383,CH02,2,350.24,0,700.48,livré
VNT003103,2023-07-15,CLT01146,PRD0274,CH04,1,380.01,0,380.01,livré
VNT003104,2023-12-28,CLT00120,PRD0255,CH04,1,212.2,10,190.98,livré
VNT003105,2024-01-12,CLT10322,PRD0399,CH05,1,733.09,0,733.09,livré
VNT003106,2024-03-31,CLT05184,PRD0074,CH03,2,217.41,0,434.82,livré
VNT003107,2023-05-27,CLT03389,PRD0047,CH07,1,3276.89,0,3276.89,livré
VNT003108,2023-09-03,CLT09211,PRD0264,CH03,1,495.91,15,421.52,livré
VNT003109,2022-05-15,CLT05505,PRD0113,CH10,2,119.01,10,214.22,livré
VNT003110,2022-04-14,CLT08609,PRD0051,CH09,4,788.32,0,3153.28,en_cours
VNT003111,2022-10-18,CLT03772,PRD0107,CH05,2,40.58,0,81.16,livré
VNT003112,2022-09-27,CLT00334,PRD0005,CH01,3,974.68,0,2924.04,livré
VNT003113,2023-10-15,CLT03395,PRD0310,CH06,1,264.14,10,237.73,livré
VNT003114,2024-08-30,CLT11190,PRD0051,CH03,1,788.32,0,788.32,livré
VNT003115,2023-05-09,CLT07647,PRD0081,CH07,10,660.99,10,5948.91,livré
VNT003116,2024-04-05,CLT09769,PRD0152,CH04,1,851.34,5,808.77,livré
VNT003117,2024-11-13,CLT09732,PRD0237,CH05,1,2366.69,5,2248.36,livré
VNT003118,2022-07-10,CLT04514,PRD0325,CH09,2,257.91,0,515.82,livré
VNT003119,2022-06-14,CLT00257,PRD0085,CH05,1,311.83,5,296.24,livré
VNT003120,2024-12-21,CLT01059,PRD0309,CH01,6,147.17,10,794.72,livré
VNT003121,2024-04-13,CLT04300,PRD0136,CH04,1,166.11,5,157.8,livré
VNT003122,2023-12-27,CLT02164,PRD0219,CH02,1,511.98,0,511.98,livré
VNT003123,2023-12-14,CLT03593,PRD0066,CH06,1,672.98,0,672.98,livré
VNT003124,2023-02-06,CLT01408,PRD0008,CH04,1,2876.04,15,2444.63,livré
VNT003125,2023-08-26,CLT06024,PRD0146,CH04,3,79.19,5,225.69,livré
VNT003126,2023-10-14,CLT01163,PRD0358,CH10,5,52.39,0,261.95,annulé
VNT003127,2024-11-19,CLT08599,PRD0106,CH05,1,103.69,15,88.14,livré
VNT003128,2024-10-10,CLT03199,PRD0137,CH01,1,22.61,0,22.61,livré
VNT003129,2022-09-04,CLT05975,PRD0129,CH05,3,41.23,5,117.51,livré
VNT003130,2023-03-10,CLT10039,PRD0350,CH05,4,238.74,20,763.97,livré
VNT003131,2022-06-30,CLT06664,PRD0332,CH05,1,115.02,0,115.02,livré
VNT003132,2022-04-03,CLT01542,PRD0049,CH06,7,3581.99,5,23820.23,livré
VNT003133,2022-01-15,CLT09382,PRD0316,CH05,2,208.41,5,395.98,livré
VNT003134,2024-10-29,CLT08985,PRD0172,CH07,1,555.82,5,528.03,livré
VNT003135,2022-08-31,CLT10144,PRD0200,CH05,4,928.58,0,3714.32,livré
VNT003136,2024-05-05,CLT01626,PRD0048,CH06,1,1788.65,5,1699.22,livré
VNT003137,2023-03-19,CLT06531,PRD0128,CH07,1,144.18,0,144.18,livré
VNT003138,2022-06-05,CLT03177,PRD0206,CH04,2,2342.64,0,4685.28,livré
VNT003139,2024-10-27,CLT09520,PRD0310,CH06,2,264.14,15,449.04,livré
VNT003140,2023-11-28,CLT04402,PRD0270,CH02,5,226.18,0,1130.9,livré
VNT003141,2022-08-08,CLT11980,PRD0192,CH06,3,1136.57,0,3409.71,livré
VNT003142,2024-08-06,CLT09195,PRD0328,CH05,1,75.84,5,72.05,livré
VNT003143,2022-08-24,CLT00303,PRD0028,CH06,1,3187.45,20,2549.96,livré
VNT003144,2022-04-13,CLT04088,PRD0250,CH05,1,115.69,15,98.34,livré
VNT003145,2022-08-14,CLT06485,PRD0072,CH07,4,438.05,0,1752.2,livré
VNT003146,2023-12-23,CLT06901,PRD0045,CH04,10,994.16,10,8947.44,livré
VNT003147,2023-04-05,CLT10519,PRD0056,CH04,4,124.74,0,498.96,livré
VNT003148,2023-08-02,CLT01658,PRD0197,CH06,5,491.53,5,2334.77,en_cours
VNT003149,2022-11-30,CLT07044,PRD0226,CH04,1,2867.58,5,2724.2,en_cours
VNT003150,2023-09-26,CLT00516,PRD0042,CH05,2,3962.49,0,7924.98,livré
VNT003151,2024-02-10,CLT02668,PRD0381,CH05,5,684.06,10,3078.27,en_cours
VNT003152,2022-02-17,CLT02417,PRD0260,CH04,10,182.22,0,1822.2,livré
VNT003153,2023-08-05,CLT10340,PRD0223,CH02,1,2053.79,10,1848.41,en_cours
VNT003154,2024-10-17,CLT09967,PRD0221,CH08,2,95.6,10,172.08,livré
VNT003155,2024-03-01,CLT05177,PRD0226,CH01,2,2867.58,5,5448.4,livré
VNT003156,2022-02-12,CLT01485,PRD0090,CH01,1,490.88,0,490.88,en_cours
VNT003157,2022-02-01,CLT01370,PRD0019,CH05,7,2842.14,10,17905.48,livré
VNT003158,2023-10-02,CLT03546,PRD0110,CH02,1,35.74,15,30.38,livré
VNT003159,2022-01-26,CLT04692,PRD0230,CH02,1,1485.26,0,1485.26,livré
VNT003160,2023-11-15,CLT06286,PRD0170,CH04,3,1163.08,5,3314.78,livré
VNT003161,2024-06-10,CLT04565,PRD0363,CH05,7,360.6,0,2524.2,livré
VNT003162,2023-11-22,CLT09456,PRD0154,CH02,2,256.92,10,462.46,livré
VNT003163,2023-03-29,CLT00778,PRD0280,CH07,7,122.94,5,817.55,livré
VNT003164,2022-11-14,CLT08488,PRD0022,CH02,2,606.35,0,1212.7,livré
VNT003165,2024-08-22,CLT07443,PRD0298,CH04,6,364.88,5,2079.82,livré
VNT003166,2023-11-25,CLT07272,PRD0078,CH04,5,715.71,15,3041.77,livré
VNT003167,2023-09-13,CLT11513,PRD0247,CH04,3,127.65,0,382.95,livré
VNT003168,2023-07-22,CLT11596,PRD0258,CH05,2,358.46,0,716.92,livré
VNT003169,2023-03-19,CLT06101,PRD0270,CH05,3,226.18,15,576.76,livré
