id_stock,id_produit,depot,quantite_disponible,quantite_reservee,seuil_reappro,date_maj
STK00411,PRD0212,Agadir-Sud,93,48,40,2026-05-08
STK00412,PRD0213,Marrakech-Entrepôt,164,1,38,2026-04-23
STK00413,PRD0213,Rabat-Dépôt,14,48,37,2026-05-03
STK00414,PRD0214,Casablanca-Hub,278,36,32,2026-05-09
STK00415,PRD0215,Rabat-Dépôt,209,3,31,2026-05-10
STK00416,PRD0215,Fès-Logistique,89,30,40,2026-05-07
STK00417,PRD0216,Fès-Logistique,127,8,38,2026-04-22
STK00418,PRD0216,Casablanca-Hub,58,41,20,2026-04-28
STK00419,PRD0216,Rabat-Dépôt,256,49,16,2026-05-17
STK00420,PRD0217,Fès-Logistique,100,45,37,2026-04-23
STK00421,PRD0217,Rabat-Dépôt,64,32,36,2026-04-29
STK00422,PRD0217,Casablanca-Hub,176,33,33,2026-05-14
STK00423,PRD0218,Fès-Logistique,114,40,22,2026-05-15
STK00424,PRD0218,Marrakech-Entrepôt,11,18,26,2026-05-18
STK00425,PRD0219,Tanger-Port,123,25,14,2026-05-15
STK00426,PRD0219,Agadir-Sud,280,43,30,2026-05-03
STK00427,PRD0219,Rabat-Dépôt,58,28,33,2026-04-29
STK00428,PRD0220,Casablanca-Hub,20,44,28,2026-05-02
STK00429,PRD0220,Fès-Logistique,150,45,24,2026-04-28
STK00430,PRD0221,Tanger-Port,261,33,10,2026-05-02
STK00431,PRD0222,Agadir-Sud,36,14,12,2026-04-29
STK00432,PRD0222,Fès-Logistique,299,7,38,2026-04-24
STK00433,PRD0222,Marrakech-Entrepôt,141,10,28,2026-04-23
STK00434,PRD0223,Fès-Logistique,7,28,18,2026-05-03
STK00435,PRD0223,Rabat-Dépôt,200,35,33,2026-05-11
STK00436,PRD0224,Agadir-Sud,275,24,19,2026-05-15
STK00437,PRD0224,Rabat-Dépôt,199,4,11,2026-04-19
STK00438,PRD0225,Fès-Logistique,87,28,24,2026-05-07
STK00439,PRD0225,Tanger-Port,131,39,13,2026-04-28
STK00440,PRD0225,Casablanca-Hub,241,27,20,2026-04-20
STK00441,PRD0226,Tanger-Port,282,32,14,2026-05-16
STK00442,PRD0226,Agadir-Sud,112,38,12,2026-05-11
STK00443,PRD0227,Agadir-Sud,247,2,19,2026-04-27
STK00444,PRD0227,Rabat-Dépôt,51,18,40,2026-04-19
STK00445,PRD0228,Casablanca-Hub,213,8,17,2026-04-23
STK00446,PRD0228,Tanger-Port,121,13,27,2026-04-19
STK00447,PRD0228,Marrakech-Entrepôt,121,7,22,2026-05-07
STK00448,PRD0229,Rabat-Dépôt,24,2,17,2026-05-01
STK00449,PRD0229,Tanger-Port,231,8,39,2026-05-15
STK00450,PRD0230,Marrakech-Entrepôt,299,42,18,2026-04-25
STK00451,PRD0230,Fès-Logistique,60,46,29,2026-04-23
STK00452,PRD0230,Casablanca-Hub,183,5,16,2026-05-01
STK00453,PRD0231,Fès-Logistique,152,20,21,2026-05-03
STK00454,PRD0232,Tanger-Port,17,40,10,2026-05-08
STK00455,PRD0233,Marrakech-Entrepôt,86,40,10,2026-04-24
STK00456,PRD0234,Fès-Logistique,283,12,28,2026-05-10
STK00457,PRD0234,Casablanca-Hub,67,42,14,2026-05-15
STK00458,PRD0235,Rabat-Dépôt,105,3,25,2026-05-17
STK00459,PRD0235,Casablanca-Hub,258,48,17,2026-05-01
STK00460,PRD0236,Fès-Logistique,133,9,33,2026-04-30
STK00461,PRD0236,Casablanca-Hub,141,49,33,2026-04-19
STK00462,PRD0236,Agadir-Sud,206,6,14,2026-04-26
STK00463,PRD0237,Marrakech-Entrepôt,84,12,16,2026-05-09
STK00464,PRD0237,Fès-Logistique,60,43,23,2026-05-15
STK00465,PRD0237,Casablanca-Hub,14,12,11,2026-04-25
STK00466,PRD0238,Agadir-Sud,190,25,17,2026-05-18
STK00467,PRD0238,Tanger-Port,40,5,19,2026-05-07
STK00468,PRD0238,Rabat-Dépôt,11,10,33,2026-05-09
STK00469,PRD0239,Marrakech-Entrepôt,107,3,26,2026-04-24
STK00470,PRD0240,Marrakech-Entrepôt,28,10,24,2026-05-03
STK00471,PRD0241,Casablanca-Hub,250,34,40,2026-04-27
STK00472,PRD0241,Fès-Logistique,51,10,36,2026-04-29
STK00473,PRD0242,Tanger-Port,125,8,17,2026-04-21
STK00474,PRD0242,Agadir-Sud,141,23,18,2026-05-14
STK00475,PRD0242,Rabat-Dépôt,70,42,14,2026-04-26
STK00476,PRD0243,Rabat-Dépôt,255,33,13,2026-05-08
STK00477,PRD0243,Casablanca-Hub,198,11,35,2026-05-16
STK00478,PRD0243,Fès-Logistique,57,46,18,2026-04-19
STK00479,PRD0244,Fès-Logistique,212,23,30,2026-05-01
STK00480,PRD0245,Marrakech-Entrepôt,11,30,23,2026-04-27
STK00481,PRD0245,Fès-Logistique,77,4,32,2026-04-19
STK00482,PRD0246,Casablanca-Hub,111,20,11,2026-05-15
STK00483,PRD0246,Fès-Logistique,71,4,19,2026-04-26
STK00484,PRD0247,Casablanca-Hub,11,24,30,2026-05-02
STK00485,PRD0248,Casablanca-Hub,134,4,11,2026-05-05
STK00486,PRD0249,Fès-Logistique,172,32,15,2026-05-03
STK00487,PRD0249,Marrakech-Entrepôt,3,1,31,2026-05-04
STK00488,PRD0249,Tanger-Port,293,16,34,2026-05-02
STK00489,PRD0250,Agadir-Sud,65,50,18,2026-05-16
STK00490,PRD0251,Marrakech-Entrepôt,192,6,29,2026-05-07
STK00491,PRD0251,Casablanca-Hub,157,26,20,2026-04-27
STK00492,PRD0252,Fès-Logistique,1,39,14,2026-05-03
STK00493,PRD0253,Agadir-Sud,261,42,25,2026-05-17
STK00494,PRD0254,Tanger-Port,114,10,34,2026-05-17
STK00495,PRD0254,Rabat-Dépôt,124,45,22,2026-04-19
STK00496,PRD0254,Agadir-Sud,225,28,36,2026-04-21
STK00497,PRD0255,Tanger-Port,282,36,36,2026-04-27
STK00498,PRD0256,Rabat-Dépôt,75,22,32,2026-04-25
STK00499,PRD0256,Marrakech-Entrepôt,33,31,11,2026-04-19
STK00500,PRD0257,Rabat-Dépôt,162,32,27,2026-05-05
STK00501,PRD0258,Agadir-Sud,80,7,21,2026-05-18
STK00502,PRD0259,Marrakech-Entrepôt,135,35,28,2026-04-19
STK00503,PRD0259,Rabat-Dépôt,127,0,38,2026-05-09
STK00504,PRD0260,Fès-Logistique,6,48,13,2026-04-30
STK00505,PRD0260,Casablanca-Hub,206,5,37,2026-05-01
STK00506,PRD0260,Rabat-Dépôt,284,33,40,2026-05-16
STK00507,PRD0261,Marrakech-Entrepôt,35,6,32,2026-05-13
STK00508,PRD0262,Casablanca-Hub,66,24,13,2026-05-14
STK00509,PRD0263,Tanger-Port,2,27,32,2026-05-09
STK00510,PRD0264,Casablanca-Hub,70,46,28,2026-05-04
STK00511,PRD0265,Fès-Logistique,214,45,29,2026-05-13
STK00512,PRD0265,Marrakech-Entrepôt,240,28,26,2026-04-22
STK00513,PRD0266,Rabat-Dépôt,145,36,35,2026-04-24
STK00514,PRD0267,Casablanca-Hub,223,14,33,2026-05-13
STK00515,PRD0268,Rabat-Dépôt,187,23,24,2026-04-21
STK00516,PRD0268,Marrakech-Entrepôt,159,36,10,2026-04-29
STK00517,PRD0268,Agadir-Sud,277,21,24,2026-05-15
STK00518,PRD0269,Fès-Logistique,251,28,13,2026-05-12
STK00519,PRD0269,Casablanca-Hub,163,21,23,2026-05-15
STK00520,PRD0270,Tanger-Port,192,16,17,2026-04-23
STK00521,PRD0270,Agadir-Sud,78,9,32,2026-04-19
STK00522,PRD0271,Fès-Logistique,197,14,13,2026-05-18
STK00523,PRD0271,Tanger-Port,273,40,13,2026-04-20
STK00524,PRD0272,Tanger-Port,215,0,28,2026-05-06
STK00525,PRD0272,Agadir-Sud,100,45,30,2026-04-22
STK00526,PRD0273,Rabat-Dépôt,128,12,11,2026-05-04
STK00527,PRD0273,Fès-Logistique,76,27,15,2026-04-22
STK00528,PRD0273,Agadir-Sud,9,18,26,2026-04-27
STK00529,PRD0274,Marrakech-Entrepôt,10,7,35,2026-05-01
STK00530,PRD0275,Rabat-Dépôt,230,49,16,2026-05-06
STK00531,PRD0275,Casablanca-Hub,276,7,11,2026-05-12
STK00532,PRD0276,Agadir-Sud,267,39,24,2026-04-20
STK00533,PRD0277,Agadir-Sud,105,44,30,2026-04-25
STK00534,PRD0278,Marrakech-Entrepôt,244,6,20,2026-05-11
STK00535,PRD0279,Rabat-Dépôt,243,14,29,2026-05-06
STK00536,PRD0279,Marrakech-Entrepôt,30,12,13,2026-05-13
STK00537,PRD0279,Fès-Logistique,198,36,24,2026-05-10
STK00538,PRD0280,Tanger-Port,52,34,34,2026-04-29
STK00539,PRD0281,Marrakech-Entrepôt,19,29,17,2026-05-12
STK00540,PRD0281,Tanger-Port,148,14,12,2026-04-30
STK00541,PRD0281,Agadir-Sud,292,1,39,2026-05-15
STK00542,PRD0282,Tanger-Port,108,17,22,2026-04-23
STK00543,PRD0282,Marrakech-Entrepôt,264,45,23,2026-04-21
STK00544,PRD0282,Fès-Logistique,236,21,31,2026-04-19
STK00545,PRD0283,Tanger-Port,47,21,32,2026-05-08
STK00546,PRD0283,Fès-Logistique,146,9,38,2026-04-30
STK00547,PRD0283,Casablanca-Hub,68,42,30,2026-04-26
STK00548,PRD0284,Casablanca-Hub,188,23,25,2026-04-24
STK00549,PRD0284,Tanger-Port,233,41,35,2026-05-11
STK00550,PRD0285,Casablanca-Hub,24,46,20,2026-05-03
STK00551,PRD0286,Rabat-Dépôt,283,36,23,2026-04-27
STK00552,PRD0286,Fès-Logistique,139,14,20,2026-04-29
STK00553,PRD0286,Casablanca-Hub,125,34,15,2026-04-26
STK00554,PRD0287,Casablanca-Hub,276,30,25,2026-04-22
STK00555,PRD0288,Fès-Logistique,83,50,28,2026-04-20
STK00556,PRD0288,Casablanca-Hub,137,41,18,2026-04-24
STK00557,PRD0289,Casablanca-Hub,113,40,10,2026-05-18
STK00558,PRD0289,Agadir-Sud,55,9,32,2026-04-26
STK00559,PRD0289,Marrakech-Entrepôt,252,46,11,2026-04-23
STK00560,PRD0290,Rabat-Dépôt,204,11,11,2026-05-10
STK00561,PRD0290,Fès-Logistique,209,41,35,2026-05-18
STK00562,PRD0291,Fès-Logistique,64,16,40,2026-04-25
STK00563,PRD0292,Fès-Logistique,290,37,40,2026-04-29
STK00564,PRD0292,Casablanca-Hub,219,30,18,2026-05-09
STK00565,PRD0293,Casablanca-Hub,33,27,14,2026-05-05
STK00566,PRD0293,Fès-Logistique,119,37,14,2026-05-01
STK00567,PRD0294,Rabat-Dépôt,177,43,35,2026-05-03
STK00568,PRD0294,Fès-Logistique,186,21,32,2026-05-15
STK00569,PRD0295,Fès-Logistique,208,42,26,2026-05-18
STK00570,PRD0295,Marrakech-Entrepôt,62,7,15,2026-05-09
STK00571,PRD0295,Agadir-Sud,3,2,37,2026-04-20
STK00572,PRD0296,Fès-Logistique,162,22,39,2026-04-28
STK00573,PRD0296,Marrakech-Entrepôt,124,3,33,2026-05-04
STK00574,PRD0297,Marrakech-Entrepôt,142,12,30,2026-04-21
STK00575,PRD0297,Casablanca-Hub,104,33,24,2026-04-29
STK00576,PRD0297,Fès-Logistique,80,42,24,2026-05-16
STK00577,PRD0298,Fès-Logistique,185,38,32,2026-04-28
STK00578,PRD0299,Rabat-Dépôt,180,39,30,2026-05-08
STK00579,PRD0300,Marrakech-Entrepôt,85,12,27,2026-05-15
STK00580,PRD0301,Marrakech-Entrepôt,66,15,32,2026-05-02
STK00581,PRD0301,Tanger-Port,77,34,28,2026-04-21
STK00582,PRD0302,Casablanca-Hub,241,4,11,2026-04-20
STK00583,PRD0303,Rabat-Dépôt,268,4,32,2026-04-27
STK00584,PRD0303,Fès-Logistique,62,34,23,2026-05-13
STK00585,PRD0304,Tanger-Port,299,43,32,2026-05-02
STK00586,PRD0304,Rabat-Dépôt,175,49,18,2026-05-05
STK00587,PRD0304,Agadir-Sud,97,17,30,2026-04-29
STK00588,PRD0305,Fès-Logistique,68,35,19,2026-05-05
STK00589,PRD0305,Casablanca-Hub,28,13,34,2026-04-23
STK00590,PRD0306,Marrakech-Entrepôt,282,33,24,2026-04-29
STK00591,PRD0306,Casablanca-Hub,3,16,37,2026-05-09
STK00592,PRD0306,Agadir-Sud,47,36,16,2026-05-18
STK00593,PRD0307,Tanger-Port,236,14,14,2026-04-29
STK00594,PRD0308,Agadir-Sud,98,20,13,2026-04-24
STK00595,PRD0309,Marrakech-Entrepôt,71,12,36,2026-05-05
STK00596,PRD0309,Casablanca-Hub,126,19,18,2026-05-05
STK00597,PRD0309,Fès-Logistique,13,43,21,2026-05-06
STK00598,PRD0310,Agadir-Sud,283,46,29,2026-05-12
STK00599,PRD0310,Tanger-Port,278,15,17,2026-05-08
STK00600,PRD0310,Rabat-Dépôt,100,13,24,2026-04-30
STK00601,PRD0311,Tanger-Port,117,20,33,2026-05-07
STK00602,PRD0311,Fès-Logistique,268,3,20,2026-05-13
STK00603,PRD0311,Rabat-Dépôt,281,10,29,2026-05-12
STK00604,PRD0312,Tanger-Port,291,47,26,2026-04-22
STK00605,PRD0312,Agadir-Sud,34,18,40,2026-04-28
STK00606,PRD0312,Marrakech-Entrepôt,264,34,10,2026-04-21
STK00607,PRD0313,Tanger-Port,34,22,20,2026-05-02
STK00608,PRD0313,Marrakech-Entrepôt,210,31,18,2026-04-28
STK00609,PRD0314,Marrakech-Entrepôt,93,29,16,2026-04-29
STK00610,PRD0314,Rabat-Dépôt,26,2,23,2026-05-13
STK00611,PRD0315,Fès-Logistique,150,29,11,2026-04-27
STK00612,PRD0316,Tanger-Port,30,18,36,2026-05-02
STK00613,PRD0316,Fès-Logistique,71,33,39,2026-04-30
STK00614,PRD0317,Casablanca-Hub,72,39,19,2026-05-14
STK00615,PRD0317,Marrakech-Entrepôt,138,28,23,2026-05-14
STK00616,PRD0317,Agadir-Sud,109,12,30,2026-05-16
STK00617,PRD0318,Fès-Logistique,261,1,39,2026-05-05
STK00618,PRD0318,Agadir-Sud,130,49,24,2026-04-30
STK00619,PRD0318,Rabat-Dépôt,20,7,17,2026-05-14
STK00620,PRD0319,Rabat-Dépôt,232,27,37,2026-05-02
STK00621,PRD0320,Marrakech-Entrepôt,55,37,38,2026-05-02
STK00622,PRD0321,Agadir-Sud,252,38,28,2026-05-14
STK00623,PRD0322,Casablanca-Hub,233,37,38,2026-04-29
STK00624,PRD0322,Marrakech-Entrepôt,229,13,13,2026-05-15
STK00625,PRD0323,Tanger-Port,26,46,15,2026-04-27
STK00626,PRD0324,Agadir-Sud,116,27,15,2026-05-14
STK00627,PRD0324,Casablanca-Hub,93,20,21,2026-04-24
STK00628,PRD0325,Tanger-Port,36,36,10,2026-05-07
STK00629,PRD0325,Marrakech-Entrepôt,127,9,14,2026-05-13
STK00630,PRD0326,Casablanca-Hub,59,14,36,2026-04-23
STK00631,PRD0327,Tanger-Port,34,35,22,2026-05-07
STK00632,PRD0327,Agadir-Sud,221,1,38,2026-04-20
STK00633,PRD0327,Fès-Logistique,241,0,29,2026-05-09
STK00634,PRD0328,Casablanca-Hub,164,31,15,2026-04-27
STK00635,PRD0328,Tanger-Port,129,5,39,2026-04-25
STK00636,PRD0329,Tanger-Port,259,42,30,2026-05-12
STK00637,PRD0329,Marrakech-Entrepôt,131,22,32,2026-04-24
STK00638,PRD0330,Agadir-Sud,199,36,40,2026-05-16
STK00639,PRD0331,Agadir-Sud,178,12,33,2026-04-19
STK00640,PRD0331,Casablanca-Hub,158,0,21,2026-05-01
STK00641,PRD0331,Tanger-Port,113,18,25,2026-04-21
STK00642,PRD0332,Tanger-Port,108,2,31,2026-05-01
STK00643,PRD0332,Rabat-Dépôt,276,4,34,2026-04-26
STK00644,PRD0333,Fès-Logistique,298,50,37,2026-05-02
STK00645,PRD0334,Marrakech-Entrepôt,181,25,21,2026-04-25
STK00646,PRD0335,Rabat-Dépôt,13,30,40,2026-05-17
STK00647,PRD0336,Rabat-Dépôt,153,42,36,2026-05-02
STK00648,PRD0336,Fès-Logistique,165,15,33,2026-04-24
STK00649,PRD0336,Tanger-Port,115,39,22,2026-05-12
STK00650,PRD0337,Marrakech-Entrepôt,293,37,28,2026-05-05
STK00651,PRD0338,Fès-Logistique,281,1,30,2026-04-26
STK00652,PRD0339,Rabat-Dépôt,162,11,37,2026-05-03
STK00653,PRD0339,Fès-Logistique,71,28,17,2026-05-16
STK00654,PRD0339,Casablanca-Hub,246,44,15,2026-05-14
STK00655,PRD0340,Rabat-Dépôt,270,27,13,2026-05-13
STK00656,PRD0340,Fès-Logistique,239,7,22,2026-04-19
STK00657,PRD0340,Agadir-Sud,287,4,16,2026-05-17
STK00658,PRD0341,Rabat-Dépôt,252,32,13,2026-04-28
STK00659,PRD0341,Marrakech-Entrepôt,14,49,21,2026-04-22
STK00660,PRD0341,Casablanca-Hub,78,19,30,2026-04-26
STK00661,PRD0342,Casablanca-Hub,160,29,40,2026-04-23
STK00662,PRD0342,Rabat-Dépôt,274,13,21,2026-05-04
STK00663,PRD0343,Rabat-Dépôt,59,45,37,2026-04-27
STK00664,PRD0343,Casablanca-Hub,102,41,34,2026-05-05
STK00665,PRD0344,Marrakech-Entrepôt,46,19,40,2026-05-11
STK00666,PRD0344,Fès-Logistique,134,18,10,2026-04-28
STK00667,PRD0344,Tanger-Port,30,21,24,2026-05-03
STK00668,PRD0345,Tanger-Port,112,5,38,2026-05-12
STK00669,PRD0345,Fès-Logistique,174,10,15,2026-04-22
STK00670,PRD0345,Marrakech-Entrepôt,248,45,40,2026-05-06
STK00671,PRD0346,Casablanca-Hub,238,19,23,2026-05-06
STK00672,PRD0346,Agadir-Sud,179,21,39,2026-05-12
STK00673,PRD0346,Tanger-Port,20,25,21,2026-04-23
STK00674,PRD0347,Casablanca-Hub,91,41,40,2026-04-26
STK00675,PRD0348,Casablanca-Hub,216,34,33,2026-05-12
STK00676,PRD0349,Marrakech-Entrepôt,96,10,11,2026-04-29
STK00677,PRD0349,Rabat-Dépôt,155,8,36,2026-05-12
STK00678,PRD0350,Agadir-Sud,147,10,14,2026-04-29
STK00679,PRD0351,Fès-Logistique,133,10,26,2026-05-04
STK00680,PRD0351,Casablanca-Hub,151,32,20,2026-05-10
STK00681,PRD0352,Casablanca-Hub,102,25,25,2026-05-08
STK00682,PRD0353,Marrakech-Entrepôt,172,1,27,2026-04-20
STK00683,PRD0354,Rabat-Dépôt,11,33,20,2026-05-10
STK00684,PRD0354,Agadir-Sud,281,43,36,2026-05-15
STK00685,PRD0354,Casablanca-Hub,226,20,14,2026-04-23
STK00686,PRD0355,Tanger-Port,115,10,22,2026-04-28
STK00687,PRD0356,Marrakech-Entrepôt,156,14,13,2026-04-24
STK00688,PRD0356,Agadir-Sud,10,8,28,2026-05-18
STK00689,PRD0356,Fès-Logistique,59,47,38,2026-05-02
STK00690,PRD0357,Casablanca-Hub,288,31,23,2026-04-23
STK00691,PRD0358,Marrakech-Entrepôt,183,31,13,2026-04-22
STK00692,PRD0358,Tanger-Port,240,33,34,2026-05-07
STK00693,PRD0358,Rabat-Dépôt,216,8,10,2026-05-17
STK00694,PRD0359,Agadir-Sud,234,37,28,2026-05-11
STK00695,PRD0359,Tanger-Port,253,39,16,2026-04-20
STK00696,PRD0359,Rabat-Dépôt,128,35,16,2026-05-06
STK00697,PRD0360,Tanger-Port,129,33,10,2026-05-13
STK00698,PRD0361,Marrakech-Entrepôt,205,32,29,2026-05-04
STK00699,PRD0361,Rabat-Dépôt,4,7,24,2026-04-25
STK00700,PRD0362,Casablanca-Hub,238,30,21,2026-04-22
STK00701,PRD0362,Agadir-Sud,142,28,37,2026-04-19
STK00702,PRD0363,Casablanca-Hub,38,26,38,2026-05-15
STK00703,PRD0363,Rabat-Dépôt,263,7,21,2026-05-05
STK00704,PRD0364,Rabat-Dépôt,219,19,33,2026-04-30
STK00705,PRD0364,Fès-Logistique,7,42,29,2026-05-03
STK00706,PRD0365,Fès-Logistique,59,11,10,2026-05-11
STK00707,PRD0365,Tanger-Port,9,13,28,2026-05-14
STK00708,PRD0365,Casablanca-Hub,10,33,30,2026-04-20
STK00709,PRD0366,Agadir-Sud,235,46,11,2026-04-24
STK00710,PRD0367,Marrakech-Entrepôt,173,39,20,2026-05-13
STK00711,PRD0367,Fès-Logistique,151,18,38,2026-04-27
STK00712,PRD0367,Tanger-Port,19,35,27,2026-04-26
STK00713,PRD0368,Tanger-Port,100,31,15,2026-04-29
STK00714,PRD0368,Marrakech-Entrepôt,34,36,16,2026-04-29
STK00715,PRD0368,Casablanca-Hub,13,19,37,2026-04-29
STK00716,PRD0369,Tanger-Port,8,33,30,2026-05-07
STK00717,PRD0370,Tanger-Port,300,49,23,2026-04-23
STK00718,PRD0370,Rabat-Dépôt,8,45,32,2026-04-20
STK00719,PRD0371,Fès-Logistique,28,50,27,2026-05-07
STK00720,PRD0371,Rabat-Dépôt,255,14,37,2026-05-15
STK00721,PRD0372,Marrakech-Entrepôt,85,6,21,2026-05-03
STK00722,PRD0372,Rabat-Dépôt,200,14,35,2026-04-24
STK00723,PRD0372,Tanger-Port,151,12,29,2026-05-15
STK00724,PRD0373,Fès-Logistique,179,8,36,2026-05-17
STK00725,PRD0373,Agadir-Sud,124,32,13,2026-04-23
STK00726,PRD0373,Rabat-Dépôt,175,49,19,2026-04-28
STK00727,PRD0374,Marrakech-Entrepôt,87,50,30,2026-05-17
STK00728,PRD0374,Rabat-Dépôt,182,20,35,2026-04-24
STK00729,PRD0375,Marrakech-Entrepôt,121,50,36,2026-04-19
STK00730,PRD0375,Agadir-Sud,270,14,21,2026-04-24
STK00731,PRD0376,Fès-Logistique,176,44,39,2026-05-16
STK00732,PRD0377,Casablanca-Hub,294,1,38,2026-04-21
STK00733,PRD0377,Rabat-Dépôt,241,40,36,2026-04-20
STK00734,PRD0378,Marrakech-Entrepôt,65,36,25,2026-05-06
STK00735,PRD0378,Rabat-Dépôt,291,8,32,2026-04-26
STK00736,PRD0379,Rabat-Dépôt,70,11,13,2026-05-14
STK00737,PRD0380,Rabat-Dépôt,231,42,10,2026-05-08
STK00738,PRD0381,Rabat-Dépôt,268,32,27,2026-05-06
STK00739,PRD0381,Agadir-Sud,242,50,11,2026-05-16
STK00740,PRD0381,Tanger-Port,92,43,33,2026-05-10
STK00741,PRD0382,Casablanca-Hub,180,8,11,2026-05-03
STK00742,PRD0382,Agadir-Sud,216,48,13,2026-05-06
STK00743,PRD0383,Tanger-Port,147,6,38,2026-05-07
STK00744,PRD0384,Fès-Logistique,298,42,32,2026-05-11
STK00745,PRD0385,Fès-Logistique,172,12,38,2026-05-14
STK00746,PRD0385,Agadir-Sud,71,15,27,2026-05-10
STK00747,PRD0386,Rabat-Dépôt,240,13,39,2026-05-12
STK00748,PRD0386,Fès-Logistique,206,46,19,2026-04-23
STK00749,PRD0387,Casablanca-Hub,226,34,20,2026-05-01
STK00750,PRD0388,Agadir-Sud,86,32,33,2026-05-14
STK00751,PRD0388,Fès-Logistique,9,46,18,2026-04-22
STK00752,PRD0388,Rabat-Dépôt,114,25,29,2026-05-10
STK00753,PRD0389,Fès-Logistique,150,11,33,2026-05-02
STK00754,PRD0390,Tanger-Port,27,48,40,2026-05-18
STK00755,PRD0391,Tanger-Port,297,5,26,2026-05-17
STK00756,PRD0391,Fès-Logistique,27,36,38,2026-05-09
STK00757,PRD0391,Casablanca-Hub,275,6,39,2026-05-13
STK00758,PRD0392,Marrakech-Entrepôt,168,44,14,2026-05-13
STK00759,PRD0392,Agadir-Sud,230,49,20,2026-05-04
STK00760,PRD0393,Rabat-Dépôt,12,16,39,2026-05-17
STK00761,PRD0393,Fès-Logistique,56,2,15,2026-04-27
STK00762,PRD0393,Casablanca-Hub,102,14,37,2026-05-13
STK00763,PRD0394,Rabat-Dépôt,193,18,40,2026-05-14
STK00764,PRD0394,Tanger-Port,40,4,22,2026-05-16
STK00765,PRD0395,Rabat-Dépôt,25,15,40,2026-05-17
STK00766,PRD0395,Fès-Logistique,282,38,17,2026-04-26
STK00767,PRD0395,Tanger-Port,36,42,17,2026-05-01
STK00768,PRD0396,Agadir-Sud,297,1,35,2026-05-18
STK00769,PRD0396,Fès-Logistique,124,27,32,2026-04-30
STK00770,PRD0396,Marrakech-Entrepôt,167,28,12,2026-05-10
STK00771,PRD0397,Tanger-Port,250,9,28,2026-04-27
STK00772,PRD0397,Agadir-Sud,113,4,29,2026-05-10
STK00773,PRD0398,Casablanca-Hub,19,5,27,2026-05-11
STK00774,PRD0399,Marrakech-Entrepôt,5,23,34,2026-04-26
STK00775,PRD0399,Agadir-Sud,248,48,18,2026-05-01
STK00776,PRD0400,Tanger-Port,11,14,38,2026-04-24
STK00777,PRD0400,Fès-Logistique,284,5,32,2026-05-07
