id_retour,id_vente,id_client,id_produit,date_retour,motif,quantite_retournee,montant_rembourse,statut_retour
RET00787,VNT013292,CLT06191,PRD0197,2022-09-12,Ne correspond pas à la description,4,1599.63,en_traitement
RET00788,VNT041378,CLT09881,PRD0225,2022-08-21,Changement d'avis,6,18472.14,refusé
RET00789,VNT003748,CLT06632,PRD0381,2022-03-13,Arrivé endommagé,4,2588.47,remboursé
RET00790,VNT018078,CLT07910,PRD0215,2025-01-24,Ne correspond pas à la description,4,4824.78,remboursé
RET00791,VNT035380,CLT07188,PRD0075,2023-05-31,Mauvaise taille,1,345.54,remboursé
RET00792,VNT000371,CLT07211,PRD0218,2022-07-23,Arrivé endommagé,1,305.21,remboursé
RET00793,VNT001841,CLT06296,PRD0174,2022-02-15,Produit défectueux,1,1248.63,remboursé
RET00794,VNT012359,CLT04807,PRD0055,2022-07-21,Qualité insuffisante,3,2297.1,remboursé
RET00795,VNT031384,CLT08333,PRD0085,2022-08-09,Ne correspond pas à la description,1,204.11,remboursé
RET00796,VNT006660,CLT02177,PRD0323,2022-08-08,Changement d'avis,3,454.59,remboursé
RET00797,VNT050296,CLT01870,PRD0048,2022-05-15,Doublon de commande,1,6824.1,en_traitement
RET00798,VNT012590,CLT06226,PRD0074,2022-03-09,Ne correspond pas à la description,2,290.92,en_traitement
RET00799,VNT032622,CLT09402,PRD0369,2022-03-14,Qualité insuffisante,4,916.5,en_traitement
RET00800,VNT005007,CLT07704,PRD0073,2024-11-15,Ne correspond pas à la description,1,535.34,remboursé
RET00801,VNT052302,CLT04776,PRD0208,2024-06-08,Changement d'avis,2,2988.88,remboursé
RET00802,VNT032175,CLT10291,PRD0002,2023-06-19,Ne correspond pas à la description,1,3723.07,refusé
RET00803,VNT017013,CLT04374,PRD0391,2022-12-17,Produit défectueux,1,899.88,remboursé
RET00804,VNT036683,CLT05199,PRD0269,2024-07-19,Mauvaise taille,1,232.04,remboursé
RET00805,VNT007417,CLT02981,PRD0377,2024-07-22,Produit défectueux,1,1243.7,remboursé
RET00806,VNT044500,CLT10452,PRD0063,2024-02-17,Produit défectueux,1,386.83,remboursé
RET00807,VNT031967,CLT03118,PRD0305,2023-04-15,Arrivé endommagé,5,1182.58,en_traitement
RET00808,VNT035302,CLT10783,PRD0229,2023-11-04,Produit défectueux,3,2261.05,refusé
RET00809,VNT016655,CLT01620,PRD0026,2022-02-04,Produit défectueux,1,1746.81,en_traitement
RET00810,VNT042387,CLT00551,PRD0108,2022-11-20,Changement d'avis,1,65.28,remboursé
RET00811,VNT029543,CLT01222,PRD0022,2024-05-23,Produit défectueux,2,994.46,remboursé
RET00812,VNT034727,CLT06927,PRD0276,2024-02-01,Produit défectueux,4,1526.94,remboursé
RET00813,VNT054505,CLT00879,PRD0354,2025-01-23,Ne correspond pas à la description,2,198.4,remboursé
RET00814,VNT008721,CLT07053,PRD0351,2022-08-12,Produit défectueux,2,244.46,remboursé
RET00815,VNT023116,CLT10253,PRD0090,2024-11-03,Changement d'avis,2,777.12,remboursé
RET00816,VNT051939,CLT06863,PRD0222,2023-10-09,Produit défectueux,1,1724.71,remboursé
RET00817,VNT001625,CLT07544,PRD0047,2022-09-22,Produit défectueux,1,2860.34,en_traitement
RET00818,VNT039893,CLT00544,PRD0003,2023-07-06,Mauvaise taille,1,1777.22,remboursé
RET00819,VNT015732,CLT07852,PRD0046,2024-08-21,Ne correspond pas à la description,1,4414.96,remboursé
RET00820,VNT037954,CLT07494,PRD0166,2024-01-01,Changement d'avis,1,381.21,remboursé
RET00821,VNT029964,CLT05620,PRD0302,2023-10-20,Changement d'avis,1,314.43,remboursé
RET00822,VNT048001,CLT10588,PRD0361,2022-03-10,Produit défectueux,1,117.37,remboursé
RET00823,VNT048332,CLT10146,PRD0261,2023-02-06,Mauvaise taille,4,1010.44,remboursé
RET00824,VNT014880,CLT00072,PRD0327,2023-10-30,Produit défectueux,2,532.05,remboursé
RET00825,VNT026687,CLT05905,PRD0169,2022-12-25,Produit défectueux,1,493.61,refusé
RET00826,VNT015844,CLT10885,PRD0227,2023-06-24,Produit défectueux,1,2387.0,remboursé
RET00827,VNT053501,CLT02086,PRD0332,2024-12-20,Changement d'avis,1,95.22,remboursé
RET00828,VNT048732,CLT08568,PRD0316,2022-11-27,Arrivé endommagé,3,782.29,remboursé
RET00829,VNT046654,CLT07291,PRD0225,2024-09-20,Produit défectueux,1,1983.9,remboursé
RET00830,VNT049401,CLT07753,PRD0304,2023-03-10,Mauvaise taille,1,63.19,remboursé
RET00831,VNT019697,CLT09159,PRD0130,2024-11-25,Arrivé endommagé,1,181.54,remboursé
RET00832,VNT032646,CLT01678,PRD0126,2024-05-16,Mauvaise taille,2,411.69,en_traitement
RET00833,VNT004904,CLT06647,PRD0073,2024-06-22,Produit défectueux,1,1070.5,remboursé
RET00834,VNT022790,CLT04751,PRD0350,2022-04-28,Changement d'avis,1,434.12,en_traitement
RET00835,VNT029923,CLT05204,PRD0212,2024-11-10,Arrivé endommagé,2,3962.26,remboursé
RET00836,VNT004238,CLT06272,PRD0317,2024-02-12,Ne correspond pas à la description,5,929.31,en_traitement
RET00837,VNT021091,CLT05716,PRD0182,2024-12-03,Mauvaise taille,1,1161.18,remboursé
RET00838,VNT010484,CLT05934,PRD0299,2024-04-27,Produit défectueux,3,535.45,refusé
RET00839,VNT013423,CLT06889,PRD0194,2023-02-25,Mauvaise taille,1,357.45,remboursé
RET00840,VNT044764,CLT04197,PRD0011,2024-08-28,Mauvaise taille,3,6666.58,en_traitement
RET00841,VNT053689,CLT11234,PRD0178,2024-11-04,Produit défectueux,1,358.47,en_traitement
RET00842,VNT038173,CLT03519,PRD0323,2023-07-09,Arrivé endommagé,2,359.17,remboursé
RET00843,VNT002294,CLT10121,PRD0127,2024-04-14,Ne correspond pas à la description,1,267.92,remboursé
RET00844,VNT018642,CLT09961,PRD0034,2024-05-07,Produit défectueux,1,6374.35,remboursé
RET00845,VNT046440,CLT05283,PRD0333,2024-01-25,Produit défectueux,2,235.89,remboursé
RET00846,VNT024990,CLT07079,PRD0313,2023-03-19,Doublon de commande,2,270.3,en_traitement
RET00847,VNT027070,CLT05559,PRD0293,2023-04-28,Ne correspond pas à la description,2,1429.42,remboursé
RET00848,VNT016591,CLT00264,PRD0400,2024-03-28,Changement d'avis,1,461.47,remboursé
RET00849,VNT044680,CLT03524,PRD0107,2024-06-06,Changement d'avis,1,38.96,remboursé
RET00850,VNT015152,CLT11297,PRD0203,2023-04-03,Ne correspond pas à la description,1,6981.61,remboursé
RET00851,VNT002656,CLT03666,PRD0245,2022-12-10,Mauvaise taille,1,1232.04,remboursé
RET00852,VNT048609,CLT10606,PRD0259,2024-02-23,Changement d'avis,1,323.38,remboursé
RET00853,VNT050443,CLT00216,PRD0391,2022-10-27,Mauvaise taille,2,762.42,remboursé
RET00854,VNT024006,CLT08876,PRD0209,2022-12-14,Mauvaise taille,1,417.56,en_traitement
RET00855,VNT041661,CLT02906,PRD0185,2022-04-03,Qualité insuffisante,1,738.99,remboursé
RET00856,VNT018948,CLT08096,PRD0144,2023-03-19,Doublon de commande,1,99.81,remboursé
RET00857,VNT013646,CLT01989,PRD0116,2025-01-03,Délai de livraison dépassé,2,277.4,remboursé
RET00858,VNT016342,CLT11106,PRD0364,2022-07-20,Doublon de commande,1,165.49,refusé
RET00859,VNT052772,CLT05652,PRD0013,2022-05-12,Ne correspond pas à la description,1,5133.76,remboursé
RET00860,VNT004283,CLT10628,PRD0168,2024-07-18,Changement d'avis,1,491.45,remboursé
RET00861,VNT029464,CLT07315,PRD0105,2022-06-28,Doublon de commande,1,54.22,remboursé
RET00862,VNT018252,CLT11808,PRD0075,2023-10-11,Changement d'avis,2,706.97,remboursé
RET00863,VNT027906,CLT06500,PRD0306,2022-01-20,Produit défectueux,2,407.06,refusé
RET00864,VNT035007,CLT08569,PRD0327,2022-02-22,Ne correspond pas à la description,1,351.44,remboursé
RET00865,VNT034011,CLT01501,PRD0328,2024-02-04,Ne correspond pas à la description,1,70.37,remboursé
RET00866,VNT040674,CLT09123,PRD0044,2024-12-10,Mauvaise taille,4,7800.1,remboursé
RET00867,VNT040257,CLT10879,PRD0034,2024-05-28,Ne correspond pas à la description,2,6910.7,en_traitement
RET00868,VNT028777,CLT02623,PRD0026,2023-04-22,Mauvaise taille,1,2044.88,remboursé
RET00869,VNT006411,CLT00582,PRD0307,2024-10-05,Produit défectueux,1,119.91,remboursé
RET00870,VNT013699,CLT05661,PRD0279,2024-07-28,Produit défectueux,3,648.52,remboursé
RET00871,VNT009478,CLT09255,PRD0054,2024-01-15,Mauvaise taille,8,1389.43,en_traitement
RET00872,VNT041251,CLT02557,PRD0263,2024-08-20,Ne correspond pas à la description,2,1719.4,remboursé
RET00873,VNT011386,CLT01319,PRD0200,2022-02-05,Arrivé endommagé,2,3100.95,refusé
RET00874,VNT019799,CLT07463,PRD0263,2022-05-18,Délai de livraison dépassé,1,321.03,remboursé
RET00875,VNT051636,CLT03599,PRD0296,2025-01-07,Arrivé endommagé,1,945.4,remboursé
RET00876,VNT030543,CLT01910,PRD0305,2022-11-17,Délai de livraison dépassé,2,745.7,remboursé
RET00877,VNT009510,CLT03872,PRD0182,2023-01-02,Arrivé endommagé,2,3697.23,remboursé
RET00878,VNT040742,CLT03562,PRD0241,2024-10-05,Arrivé endommagé,1,1546.31,remboursé
RET00879,VNT029685,CLT08360,PRD0130,2023-07-16,Mauvaise taille,1,278.14,remboursé
RET00880,VNT050604,CLT03562,PRD0095,2024-11-06,Ne correspond pas à la description,4,2226.8,remboursé
RET00881,VNT024052,CLT06708,PRD0324,2023-05-02,Changement d'avis,1,220.54,remboursé
RET00882,VNT038061,CLT11144,PRD0022,2023-04-19,Arrivé endommagé,2,1169.02,remboursé
RET00883,VNT029677,CLT04932,PRD0337,2023-10-11,Changement d'avis,1,209.34,remboursé
RET00884,VNT028610,CLT07147,PRD0095,2024-01-31,Doublon de commande,1,503.27,en_traitement
RET00885,VNT034888,CLT04061,PRD0336,2024-09-07,Ne correspond pas à la description,3,730.6,en_traitement
RET00886,VNT039723,CLT00154,PRD0193,2024-03-26,Ne correspond pas à la description,1,872.45,en_traitement
RET00887,VNT017594,CLT10820,PRD0352,2022-06-07,Produit défectueux,2,1121.86,remboursé
RET00888,VNT017251,CLT02393,PRD0059,2023-03-18,Délai de livraison dépassé,1,722.2,remboursé
RET00889,VNT035720,CLT02068,PRD0120,2023-10-11,Arrivé endommagé,3,353.12,en_traitement
RET00890,VNT050099,CLT06229,PRD0037,2023-06-06,Produit défectueux,1,2358.79,en_traitement
RET00891,VNT012892,CLT10747,PRD0336,2022-03-22,Ne correspond pas à la description,1,711.03,remboursé
RET00892,VNT000060,CLT08542,PRD0013,2022-09-27,Arrivé endommagé,6,5651.6,remboursé
RET00893,VNT037419,CLT10905,PRD0262,2022-06-10,Produit défectueux,1,184.05,remboursé
RET00894,VNT037668,CLT04552,PRD0206,2023-06-24,Produit défectueux,1,2046.13,en_traitement
RET00895,VNT030113,CLT09960,PRD0395,2024-11-12,Doublon de commande,1,481.71,remboursé
RET00896,VNT046232,CLT02369,PRD0237,2022-06-22,Arrivé endommagé,3,6528.61,remboursé
RET00897,VNT017036,CLT09711,PRD0387,2022-11-10,Produit défectueux,1,609.38,en_traitement
RET00898,VNT047508,CLT10355,PRD0225,2022-10-07,Ne correspond pas à la description,3,6957.91,remboursé
RET00899,VNT043272,CLT09329,PRD0149,2024-05-07,Mauvaise taille,1,121.03,remboursé
RET00900,VNT037513,CLT06190,PRD0273,2024-05-19,Mauvaise taille,1,382.25,en_traitement
RET00901,VNT010682,CLT02254,PRD0357,2023-09-08,Doublon de commande,2,708.85,en_traitement
RET00902,VNT019502,CLT10070,PRD0366,2023-08-30,Ne correspond pas à la description,1,339.89,remboursé
RET00903,VNT004637,CLT02961,PRD0180,2022-05-31,Arrivé endommagé,1,308.17,remboursé
RET00904,VNT034066,CLT10860,PRD0248,2023-11-04,Produit défectueux,9,3069.71,remboursé
RET00905,VNT044098,CLT03542,PRD0143,2022-04-21,Produit défectueux,3,138.61,remboursé
RET00906,VNT041215,CLT09110,PRD0056,2022-07-21,Changement d'avis,1,563.39,remboursé
RET00907,VNT052472,CLT09981,PRD0142,2024-09-07,Ne correspond pas à la description,1,15.75,remboursé
RET00908,VNT043863,CLT05621,PRD0331,2022-06-01,Mauvaise taille,1,113.32,remboursé
RET00909,VNT048169,CLT01293,PRD0117,2024-11-23,Ne correspond pas à la description,1,195.41,en_traitement
RET00910,VNT014800,CLT07405,PRD0349,2023-07-24,Mauvaise taille,1,98.48,remboursé
RET00911,VNT004997,CLT03412,PRD0357,2023-04-24,Doublon de commande,1,357.62,remboursé
RET00912,VNT008648,CLT11991,PRD0061,2023-07-18,Changement d'avis,2,809.01,remboursé
RET00913,VNT030961,CLT08987,PRD0381,2023-11-19,Arrivé endommagé,2,1991.92,en_traitement
RET00914,VNT031966,CLT11528,PRD0350,2024-09-13,Arrivé endommagé,1,202.36,en_traitement
RET00915,VNT038888,CLT05877,PRD0145,2023-05-17,Produit défectueux,2,86.01,remboursé
RET00916,VNT009428,CLT08722,PRD0379,2022-07-01,Mauvaise taille,3,1304.04,remboursé
RET00917,VNT043932,CLT09940,PRD0386,2024-11-06,Ne correspond pas à la description,1,92.52,en_traitement
RET00918,VNT006077,CLT06062,PRD0335,2023-07-13,Ne correspond pas à la description,2,405.43,en_traitement
RET00919,VNT006771,CLT08489,PRD0313,2023-07-10,Arrivé endommagé,1,121.49,remboursé
RET00920,VNT003744,CLT04568,PRD0074,2022-11-08,Qualité insuffisante,2,409.47,remboursé
RET00921,VNT018482,CLT11066,PRD0074,2024-09-04,Produit défectueux,1,136.7,remboursé
RET00922,VNT015549,CLT01685,PRD0058,2024-02-29,Arrivé endommagé,2,912.93,remboursé
RET00923,VNT053377,CLT08960,PRD0373,2023-07-06,Mauvaise taille,1,2754.62,en_traitement
RET00924,VNT031749,CLT09067,PRD0105,2023-11-23,Arrivé endommagé,2,60.05,en_traitement
RET00925,VNT004928,CLT01960,PRD0290,2022-11-20,Arrivé endommagé,1,44.61,en_traitement
RET00926,VNT045799,CLT02390,PRD0316,2023-02-10,Arrivé endommagé,4,762.04,en_traitement
RET00927,VNT008764,CLT05778,PRD0282,2023-10-09,Mauvaise taille,1,150.33,refusé
RET00928,VNT028234,CLT08387,PRD0141,2024-08-23,Ne correspond pas à la description,1,182.74,en_traitement
RET00929,VNT052803,CLT02798,PRD0014,2023-02-09,Mauvaise taille,2,2693.6,remboursé
RET00930,VNT048805,CLT03965,PRD0035,2022-10-10,Arrivé endommagé,1,2934.94,remboursé
RET00931,VNT020037,CLT10517,PRD0032,2022-04-05,Changement d'avis,2,6212.25,remboursé
RET00932,VNT048786,CLT10998,PRD0343,2023-05-14,Changement d'avis,2,360.2,en_traitement
RET00933,VNT008632,CLT07991,PRD0230,2022-11-01,Mauvaise taille,1,1091.26,remboursé
RET00934,VNT040293,CLT10938,PRD0244,2024-03-06,Qualité insuffisante,2,4369.54,remboursé
RET00935,VNT041221,CLT10250,PRD0150,2022-02-08,Doublon de commande,1,208.14,en_traitement
RET00936,VNT047282,CLT02896,PRD0285,2022-09-29,Changement d'avis,1,143.8,remboursé
RET00937,VNT048279,CLT06955,PRD0203,2022-06-12,Arrivé endommagé,1,1363.76,remboursé
RET00938,VNT033228,CLT01359,PRD0107,2025-01-01,Produit défectueux,2,140.55,remboursé
RET00939,VNT045870,CLT06507,PRD0360,2023-01-04,Arrivé endommagé,2,1057.45,en_traitement
RET00940,VNT030377,CLT09776,PRD0079,2023-12-10,Arrivé endommagé,5,2916.24,remboursé
RET00941,VNT021905,CLT00364,PRD0227,2023-05-31,Produit défectueux,4,10917.47,remboursé
RET00942,VNT052473,CLT10932,PRD0344,2023-01-17,Arrivé endommagé,3,1882.47,remboursé
RET00943,VNT015314,CLT00962,PRD0042,2024-02-22,Arrivé endommagé,1,3065.93,remboursé
RET00944,VNT007714,CLT10014,PRD0157,2024-03-25,Produit défectueux,3,575.86,remboursé
RET00945,VNT031960,CLT00561,PRD0210,2023-07-29,Changement d'avis,4,330.8,refusé
RET00946,VNT020145,CLT08705,PRD0140,2023-03-08,Produit défectueux,2,197.91,en_traitement
RET00947,VNT018194,CLT01340,PRD0129,2022-07-11,Produit défectueux,1,117.32,remboursé
RET00948,VNT004426,CLT04224,PRD0015,2023-04-24,Mauvaise taille,1,2538.09,remboursé
RET00949,VNT006320,CLT06058,PRD0246,2022-06-17,Produit défectueux,1,3877.89,remboursé
RET00950,VNT048101,CLT02237,PRD0227,2024-07-07,Produit défectueux,1,2538.02,remboursé
RET00951,VNT035637,CLT03518,PRD0293,2023-10-07,Arrivé endommagé,1,380.12,remboursé
RET00952,VNT039449,CLT01721,PRD0259,2024-08-13,Ne correspond pas à la description,1,581.01,remboursé
RET00953,VNT046080,CLT04754,PRD0119,2024-10-30,Arrivé endommagé,1,57.82,remboursé
RET00954,VNT050862,CLT01430,PRD0102,2022-07-04,Produit défectueux,1,148.24,remboursé
RET00955,VNT004137,CLT07836,PRD0133,2022-08-31,Produit défectueux,2,179.98,remboursé
RET00956,VNT042609,CLT02083,PRD0342,2024-07-04,Arrivé endommagé,1,169.59,remboursé
RET00957,VNT017139,CLT11886,PRD0297,2022-06-23,Changement d'avis,3,938.38,remboursé
RET00958,VNT035794,CLT01673,PRD0074,2024-05-23,Mauvaise taille,1,160.68,remboursé
RET00959,VNT053102,CLT11281,PRD0031,2023-11-07,Produit défectueux,1,5979.54,en_traitement
RET00960,VNT044470,CLT03945,PRD0122,2023-08-17,Arrivé endommagé,3,473.17,en_traitement
RET00961,VNT051683,CLT04482,PRD0347,2022-05-06,Arrivé endommagé,1,405.75,remboursé
RET00962,VNT047490,CLT10602,PRD0342,2022-11-04,Produit défectueux,2,454.71,en_traitement
RET00963,VNT053658,CLT02978,PRD0234,2024-07-01,Délai de livraison dépassé,2,2499.04,en_traitement
RET00964,VNT032962,CLT07852,PRD0358,2024-11-18,Ne correspond pas à la description,3,171.74,refusé
RET00965,VNT030157,CLT00946,PRD0011,2024-08-01,Produit défectueux,2,11907.94,refusé
RET00966,VNT042525,CLT10916,PRD0093,2025-01-08,Produit défectueux,2,514.82,remboursé
RET00967,VNT023847,CLT01944,PRD0068,2022-12-12,Délai de livraison dépassé,2,735.72,remboursé
RET00968,VNT039877,CLT00330,PRD0052,2023-10-19,Mauvaise taille,1,214.5,en_traitement
RET00969,VNT051195,CLT00248,PRD0025,2022-10-02,Produit défectueux,1,3097.06,remboursé
RET00970,VNT011727,CLT06718,PRD0340,2022-05-12,Arrivé endommagé,4,1313.04,remboursé
RET00971,VNT047996,CLT04004,PRD0130,2024-12-27,Ne correspond pas à la description,1,117.23,en_traitement
RET00972,VNT021919,CLT01291,PRD0068,2023-02-18,Produit défectueux,1,334.79,remboursé
RET00973,VNT016007,CLT04899,PRD0384,2024-03-20,Produit défectueux,1,1422.35,remboursé
RET00974,VNT024677,CLT11960,PRD0027,2024-05-30,Arrivé endommagé,1,1690.49,remboursé
RET00975,VNT004835,CLT03958,PRD0336,2024-03-04,Changement d'avis,1,221.89,remboursé
RET00976,VNT000661,CLT07412,PRD0118,2022-12-22,Produit défectueux,1,70.89,en_traitement
RET00977,VNT005002,CLT04745,PRD0053,2023-01-26,Produit défectueux,1,618.32,remboursé
RET00978,VNT014346,CLT03032,PRD0337,2023-04-26,Arrivé endommagé,1,508.97,remboursé
RET00979,VNT011064,CLT09368,PRD0144,2024-02-29,Arrivé endommagé,1,344.72,remboursé
RET00980,VNT001360,CLT03386,PRD0131,2022-08-25,Ne correspond pas à la description,4,524.94,refusé
RET00981,VNT024066,CLT02625,PRD0358,2024-11-03,Ne correspond pas à la description,1,74.21,remboursé
RET00982,VNT000361,CLT06155,PRD0295,2024-03-12,Produit défectueux,1,193.81,remboursé
RET00983,VNT006859,CLT07897,PRD0352,2022-07-13,Doublon de commande,1,533.5,remboursé
RET00984,VNT033954,CLT03667,PRD0208,2023-07-09,Ne correspond pas à la description,1,6385.39,remboursé
RET00985,VNT032184,CLT09517,PRD0044,2022-08-21,Arrivé endommagé,1,6325.58,remboursé
RET00986,VNT025921,CLT03408,PRD0177,2023-02-19,Produit défectueux,2,1533.04,remboursé
RET00987,VNT017534,CLT09380,PRD0283,2024-11-06,Produit défectueux,6,2783.96,en_traitement
RET00988,VNT034118,CLT03598,PRD0096,2023-08-28,Délai de livraison dépassé,1,209.99,remboursé
RET00989,VNT052196,CLT10460,PRD0241,2023-10-10,Arrivé endommagé,1,4280.25,refusé
RET00990,VNT026291,CLT09009,PRD0282,2022-08-18,Ne correspond pas à la description,1,524.25,remboursé
RET00991,VNT050509,CLT10745,PRD0161,2024-07-27,Délai de livraison dépassé,1,2459.29,remboursé
RET00992,VNT016157,CLT05567,PRD0054,2024-05-27,Qualité insuffisante,2,466.8,refusé
RET00993,VNT038705,CLT08995,PRD0158,2024-08-14,Produit défectueux,1,506.64,remboursé
RET00994,VNT001096,CLT08400,PRD0152,2023-01-09,Produit défectueux,1,636.37,remboursé
RET00995,VNT019042,CLT03112,PRD0276,2024-04-30,Mauvaise taille,1,320.7,remboursé
RET00996,VNT042200,CLT03575,PRD0237,2024-10-16,Ne correspond pas à la description,3,8914.1,en_traitement
RET00997,VNT054990,CLT07430,PRD0208,2023-07-19,Produit défectueux,1,1954.12,en_traitement
RET00998,VNT043995,CLT02606,PRD0052,2024-03-02,Ne correspond pas à la description,1,669.67,remboursé
RET00999,VNT029490,CLT07240,PRD0019,2023-07-13,Changement d'avis,3,9051.45,en_traitement
RET01000,VNT046070,CLT05666,PRD0326,2022-09-16,Mauvaise taille,2,427.57,remboursé
RET01001,VNT049167,CLT06375,PRD0124,2024-11-12,Ne correspond pas à la description,1,96.76,remboursé
RET01002,VNT009130,CLT06314,PRD0184,2022-04-04,Ne correspond pas à la description,1,359.68,remboursé
RET01003,VNT004665,CLT07141,PRD0210,2022-09-26,Doublon de commande,1,69.04,remboursé
RET01004,VNT040444,CLT04472,PRD0018,2023-06-15,Ne correspond pas à la description,3,11542.32,refusé
RET01005,VNT026457,CLT01555,PRD0254,2022-09-29,Délai de livraison dépassé,1,252.21,remboursé
RET01006,VNT036803,CLT00720,PRD0213,2024-09-06,Produit défectueux,1,8659.38,remboursé
RET01007,VNT047712,CLT06795,PRD0116,2022-10-27,Produit défectueux,7,1509.42,remboursé
RET01008,VNT035798,CLT03596,PRD0022,2022-07-29,Ne correspond pas à la description,1,1102.46,remboursé
RET01009,VNT032654,CLT02665,PRD0003,2024-03-25,Produit défectueux,2,752.06,remboursé
RET01010,VNT044712,CLT03686,PRD0399,2023-09-08,Arrivé endommagé,2,1158.29,en_traitement
RET01011,VNT024546,CLT06876,PRD0058,2023-09-15,Mauvaise taille,5,2366.59,remboursé
RET01012,VNT006338,CLT00443,PRD0329,2022-12-27,Ne correspond pas à la description,3,1130.47,en_traitement
RET01013,VNT004371,CLT04391,PRD0011,2024-04-17,Arrivé endommagé,3,19812.11,remboursé
RET01014,VNT007121,CLT07164,PRD0119,2024-10-15,Ne correspond pas à la description,1,64.86,en_traitement
RET01015,VNT035098,CLT03310,PRD0256,2023-08-10,Mauvaise taille,3,767.34,refusé
RET01016,VNT054142,CLT02186,PRD0094,2023-06-15,Ne correspond pas à la description,2,1711.85,remboursé
RET01017,VNT005987,CLT01628,PRD0188,2023-10-02,Ne correspond pas à la description,1,65.79,remboursé
RET01018,VNT039389,CLT09384,PRD0115,2023-12-17,Produit défectueux,1,343.55,remboursé
RET01019,VNT011296,CLT06357,PRD0060,2022-07-24,Produit défectueux,1,1140.36,remboursé
RET01020,VNT027917,CLT10282,PRD0118,2022-11-14,Mauvaise taille,2,265.2,en_traitement
RET01021,VNT045869,CLT02337,PRD0384,2023-02-14,Changement d'avis,1,420.51,remboursé
RET01022,VNT042694,CLT07939,PRD0319,2025-01-15,Ne correspond pas à la description,1,198.85,remboursé
RET01023,VNT007995,CLT09745,PRD0370,2023-03-25,Mauvaise taille,3,341.61,en_traitement
RET01024,VNT011341,CLT07471,PRD0040,2022-10-10,Produit défectueux,1,1102.31,remboursé
RET01025,VNT044936,CLT08326,PRD0141,2024-07-10,Produit défectueux,3,680.4,remboursé
RET01026,VNT054058,CLT02842,PRD0216,2024-10-18,Doublon de commande,1,670.48,remboursé
RET01027,VNT024455,CLT08751,PRD0018,2022-04-06,Changement d'avis,2,14546.26,remboursé
RET01028,VNT033943,CLT09968,PRD0098,2022-01-31,Produit défectueux,2,1853.41,remboursé
RET01029,VNT011498,CLT11231,PRD0010,2023-06-12,Ne correspond pas à la description,1,4908.02,remboursé
RET01030,VNT022160,CLT09659,PRD0254,2024-11-10,Mauvaise taille,3,475.81,remboursé
RET01031,VNT006615,CLT05853,PRD0320,2023-09-22,Arrivé endommagé,3,171.21,en_traitement
RET01032,VNT031151,CLT07687,PRD0139,2023-05-31,Produit défectueux,1,89.83,remboursé
RET01033,VNT050338,CLT11527,PRD0335,2022-06-22,Mauvaise taille,2,343.34,remboursé
RET01034,VNT013597,CLT07947,PRD0079,2024-09-23,Produit défectueux,1,354.65,remboursé
RET01035,VNT047447,CLT02655,PRD0017,2023-05-05,Produit défectueux,2,12201.81,refusé
RET01036,VNT031094,CLT09391,PRD0023,2023-07-09,Mauvaise taille,1,1259.96,remboursé
RET01037,VNT027080,CLT08388,PRD0382,2022-07-25,Ne correspond pas à la description,1,676.96,remboursé
RET01038,VNT020141,CLT01518,PRD0086,2024-10-17,Ne correspond pas à la description,1,140.6,en_traitement
RET01039,VNT018809,CLT07947,PRD0325,2022-08-30,Ne correspond pas à la description,1,256.87,remboursé
RET01040,VNT031895,CLT10534,PRD0335,2023-08-27,Produit défectueux,3,616.41,remboursé
RET01041,VNT046347,CLT00913,PRD0077,2024-01-24,Arrivé endommagé,2,2832.4,remboursé
RET01042,VNT043822,CLT07892,PRD0275,2024-10-19,Arrivé endommagé,3,153.43,remboursé
RET01043,VNT051750,CLT04548,PRD0287,2024-07-05,Ne correspond pas à la description,2,350.24,remboursé
RET01044,VNT032447,CLT11531,PRD0287,2023-10-19,Mauvaise taille,2,139.83,remboursé
RET01045,VNT032171,CLT00262,PRD0127,2022-02-24,Mauvaise taille,1,133.78,remboursé
RET01046,VNT042784,CLT09784,PRD0269,2023-05-29,Produit défectueux,1,631.29,remboursé
RET01047,VNT015404,CLT04686,PRD0128,2022-11-04,Délai de livraison dépassé,3,710.0,remboursé
RET01048,VNT046698,CLT06173,PRD0062,2022-04-07,Mauvaise taille,1,890.61,remboursé
RET01049,VNT053978,CLT11467,PRD0045,2023-05-12,Produit défectueux,1,648.45,remboursé
RET01050,VNT037304,CLT07381,PRD0151,2022-02-07,Changement d'avis,2,1193.67,remboursé
RET01051,VNT041807,CLT09148,PRD0111,2024-08-17,Ne correspond pas à la description,2,240.71,remboursé
RET01052,VNT007555,CLT03519,PRD0005,2024-03-24,Arrivé endommagé,1,1631.99,remboursé
RET01053,VNT016470,CLT09521,PRD0068,2023-10-05,Ne correspond pas à la description,1,717.56,remboursé
RET01054,VNT054398,CLT07347,PRD0288,2023-07-16,Mauvaise taille,1,338.65,remboursé
RET01055,VNT028283,CLT02944,PRD0013,2022-04-01,Doublon de commande,1,4125.39,en_traitement
RET01056,VNT020791,CLT09278,PRD0287,2024-09-29,Mauvaise taille,2,174.5,en_traitement
RET01057,VNT000099,CLT09914,PRD0259,2022-10-19,Mauvaise taille,4,1779.92,remboursé
RET01058,VNT008783,CLT00480,PRD0295,2025-01-01,Produit défectueux,2,389.5,refusé
RET01059,VNT002669,CLT07280,PRD0170,2023-07-26,Mauvaise taille,1,1637.61,remboursé
